machine_id,cycle,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,RUL
1,1,0.04794505660459067,-0.5133595108607029,-0.9175181602982483,-2.064496464112575,-2.4633952064614406,150
1,2,0.2656824543533778,-0.24674105703252874,-0.8607431847855219,-1.917909362006202,-2.2858532680036716,149
1,3,0.0739209647411242,-0.30851257148695005,-0.7725063361418819,-2.004026639367477,-2.2228112258666446,148
1,4,0.14462903922588025,-0.393802154326003,-1.0530586113243519,-2.085217460130514,-2.027219364600875,147
1,5,0.06100601192069789,-0.5876617905029715,-0.666715475833054,-1.943279009703033,-2.2285066709780446,146
1,6,0.07682524374882335,-0.48431793948371354,-0.6772863247141527,-1.7498653517289458,-1.8794805595884405,145
1,7,0.01849295464821978,-0.25231170996151797,-0.7913230183331038,-1.933918867051176,-1.833476509591892,144
1,8,0.108105289572243,-0.28880110837131023,-0.5409060798675902,-1.8726201900456636,-1.7725046106228945,143
1,9,0.04447864234600077,-0.21742180725879778,-0.6452317681903129,-1.8558602248103953,-2.098531827796599,142
1,10,0.0666791680177838,-0.23662976913208678,-0.709267548575347,-1.9056112584508964,-1.9327303795644128,141
1,11,0.26145840114671937,-0.362968291291032,-0.5067493200093751,-1.8065923934757888,-2.3473318072663623,140
1,12,0.2933186569054987,-0.10260875053535723,-0.6849510870101138,-1.7099911197071924,-1.9763348911519376,139
1,13,0.3512860063341183,-0.3743515676134231,-0.7680293083573394,-1.796727229618567,-1.891690103880739,138
1,14,0.23590370774084826,-0.17533539406011867,-0.5654543921972508,-1.597158824648233,-2.077516336450073,137
1,15,0.23158307126222366,-0.13574393727966594,-0.40540110119752465,-1.6250343968190413,-1.958170321540041,136
1,16,0.24205594507320874,-0.33710829065047254,-0.7257833073497479,-1.5981753827635827,-2.0790697056452947,135
1,17,0.19323622541141033,-0.08454160730355376,-0.4458317062057818,-1.8765856080721992,-1.8530980951353766,134
1,18,0.4554147812482307,-0.24210578480307682,-0.6469932319435548,-1.437417888214774,-1.876146845324486,133
1,19,0.49668734363397765,-0.098785070865216,-0.5066944283339316,-1.608950288968935,-2.000360524259925,132
1,20,0.37901882284181687,-0.20783679302817326,-0.5169563766809144,-1.5971289582183785,-1.6539528189888193,131
1,21,0.4148589678949684,-0.21120767479894087,-0.6426591736005981,-1.5257507185607229,-1.9264507699307722,130
1,22,0.49182132525700734,-0.09532131921802367,-0.5403757310543322,-1.8363348479670654,-1.7767958278878684,129
1,23,0.5624924990038795,0.05972045770521328,-0.7445286982520193,-1.4479596095564222,-1.592803534865637,128
1,24,0.41850525910696224,-0.010319257305817973,-0.292547659194213,-1.4938628140192614,-1.6906592608024358,127
1,25,0.5279265633398972,-0.2425448605658069,-0.7850226437353494,-1.6521419912589497,-1.8076885849665223,126
1,26,0.3697039978373513,-0.1515361681663714,-0.4437364246481474,-1.782659870606811,-1.7184499895772556,125
1,27,0.37360091815256746,-0.05318006847091547,-0.3397845542742938,-1.638273368069142,-1.747067037456354,124
1,28,0.16277808357762544,-0.36462872070830316,-0.409840902875515,-1.5539220951286148,-1.7676087511470437,123
1,29,0.5662703700473375,0.1698844634492178,-0.6018959450656617,-1.3630832200587495,-1.6955702985463885,122
1,30,0.4113672865144108,-0.14103848767906554,-0.4456498418458555,-1.789831255265634,-1.829645969143024,121
1,31,0.7355126601177,0.09596756843705567,-0.5418593913094077,-1.6121052101273758,-1.7042915648658992,120
1,32,0.9587850659130005,-0.002182719677566119,-0.5687819260524686,-1.622443787128824,-1.5375704873793608,119
1,33,0.5839833747393238,-0.01496364026411832,-0.48711194622008874,-1.4621012869740415,-1.4028662061702397,118
1,34,0.3666824336993112,0.1749036142754768,-0.4193874627010855,-1.4936681408361012,-1.4950919214360867,117
1,35,0.276697934924229,-0.2626004558395277,-0.3962937427399772,-1.2237387878488082,-1.258781368437674,116
1,36,0.6181329288162495,-0.03291481854542848,-0.28449110101941283,-1.4170123628840203,-1.5271409672666358,115
1,37,0.9186172030574128,-0.11885154091171994,-0.20933376866879416,-1.3752699158972048,-1.766895894477403,114
1,38,0.6395304815544065,0.057657231376993155,-0.2893947443641311,-1.5974162092690711,-1.684356203178043,113
1,39,0.6512974884883997,0.04025349670595379,-0.564020540939001,-1.1260741552499067,-1.783437555776749,112
1,40,1.0048023082221265,-0.038515440997423565,-0.4293245549172996,-1.5105279747795235,-1.357821078763479,111
1,41,0.8399586384935358,0.14420398992941355,-0.31503949655141866,-1.253681454255587,-1.3318015600964912,110
